@relation plural
@attribute frequency NUMERIC
@attribute p1 {+, +l, +r, -, =, =l, =v, J, N, S, Sl, Sm, Sn, Sp, Spl, Spr, Sr, St, Str, Sv, Z, _, b, bl, br, d, dl, dm, dn, dr, f, fl, fr, g, gl, gm, gn, gr, h, j, k, kl, kn, kr, ks, kv, l, m, n, p, pj, pl, pn, pr, ps, pt, r, s, s=, sf, sk, skl, skr, sl, sm, sp, st, stj, str, sv, t, tl, tn, tr, v, vj, x, z}
@attribute p2 {#, &, ), -, /, 0, 1, 2, 6, @, B, E, I, O, U, W, X, Y, a, e, i, o, q, u, y, |, ~}
@attribute p3 {+, -, =, =t, J, N, Nk, Nkt, Ns, Nst, Nt, S, d, f, f=, fs, ft, k, ks, kst, kt, l, l=, lS, lf, lfs, lk, lks, lm, lp, lps, lpst, ls, lst, lt, lx, m, m+, m=, mf, mp, ms, mt, n, n=, nJ, nS, nd, nf, nf=, nft, ns, nst, nt, ntl, nx, p, ps, pst, pt, r, r=, rS, rf, rk, rkt, rl, rm, rn, rnst, rp, rpst, rs, rst, rt, rx, s, sp, st, t, x, x=, xs, xst, xt}
@attribute p4 {+, +l, +r, -, =, =l, =v, J, N, Nl, S, Sl, Sm, Sn, Sp, Spl, Spr, Sr, St, Str, Sv, Z, _, _m, b, bl, br, d, dl, dn, dr, f, fj, fl, fr, ft, g, gl, gm, gn, gr, h, j, k, kl, kn, kr, ks, kv, l, m, ml, n, p, pl, pn, pr, ps, r, s, s=, sf, sk, skr, skv, sl, sn, sp, sr, st, str, sv, t, tl, tn, tr, tv, v, vj, vr, x, xl, z, zn} 
@attribute p5 {#, $, &, ), /, 0, 4, @, B, E, I, O, U, W, X, Y, ^, a, e, i, o, q, u, y, (, |, ~}
@attribute p6 {+, -, =, J, N, Nk, Nks, Nkt, Nst, S, Z, _, b, f, ft, k, ks, kst, kt, l, l=, lf, lk, lm, lp, lps, ls, lst, lt, lx, m, m+, mS, mf, mp, mps, ms, mt, n, n=, nJ, nS, nd, nf, nft, ns, nst, nt, nx, p, ps, pst, pt, r, r=, r=t, rS, rf, rft, rk, rkt, rl, rm, rn, rp, rpst, rpt, rs, rst, rt, rx, s, sk, st, t, v, x, x=, xt}
@attribute gender {-, F, FM, FN, M, MF, MN, N, NF, NM}
@attribute class {-, U, Ue, Uer, e, en, er, s}

@data
1,r,i,x,St,O,f,M,e
2,h,I,=,Sl,a,k,M,Ue
0,z,&,l=,b,a,t,N,Uer
0,=,W,x,n,@,r,M,-
0,-,&,-,p,O,rt,M,e
15,h,&,l=,r,B,m,M,Ue
0,Sr,U,n,d,@,-,F,en
2,g,@,-,d,i,p,M,e
81,St,E,-,p,@,-,F,en
0,h,&,nt,t,u,x,N,Uer
0,l,o,-,g,@,-,M,en
6,l,a,-,Z,@,-,F,en
0,-,@,n,v,&,lt,M,Uer
0,m,a,-,l,U,N,F,en
295,=,W,t,Sr,I,ft,F,en
1,g,@,-,St,&,lt,F,en
0,t,o,ns,r,a,t,M,Ue
2,p,U,l,f,@,r,N,-
1,k,a,-,d,o,-,M,s
9,r,U,-,s,@,-,M,en
1,t,o,-,d,@,-,M,en
25,l,W,-,-,U,N,F,en
169,g,e,-,b,U,N,F,en
0,-,&,lp,h,O,rn,N,Uer
41,l,i,-,-,U,m,N,en
1,g,i,-,r,U,N,F,en
0,t,),f,l,W,n,N,-
0,Sv,I,=,b,a,t,N,Uer
11,tr,O,-,l,|,r,M,e
13,m,i,-,t,),t,F,en
0,t,&,n=,b,),r,M,en
0,t,e,-,t,I,k,F,en
5,d,i,-,-,U,m,N,en
36,v,&,l,t,@,r,M,-
365,Sp,i,-,l,@,r,M,-
12,f,u,s,tr,I,t,M,e
11,r,@,n,-,&,mt,N,Uer
13,m,&,n,d,@,l,F,en
11,S,O,-,l,@,-,F,en
0,t,@,r,v,E,rk,N,e
0,b,@,r,f,&,N,M,Ue
6,z,e,-,Sl,&,xt,F,en
16,-,-,-,-,W,ns,F,en
0,g,@,r,gr,a,p,N,Uer
0,k,y,-,l,U,N,F,en
0,t,@,s,b,I,lt,N,er
2,k,&,-,r,@,-,F,en
0,f,e,-,l,@,r,M,-
0,n,I,st,pl,&,=,M,Ue
0,-,&,m,b,@,r,M,-
9,tr,I,k,f,I,lm,M,e
14,l,&,-,s,U,N,F,en
2,pr,o,-,=,E,s,M,e
1,-,&,r,x,O,nt,M,en
0,t,&,-,r,O,k,NM,s
20,t,u,-,l,&,nt,M,en
1,x,@,r,-,a,l,M,e
0,f,I,s,m,U,s,M,en
5,=,i,-,-,o,n,F,en
21,g,@,-,b,i,t,N,e
1574,j,u,-,n,i,-,M,s
13,t,@,n,br,i,f,M,e
0,n,o,-,r,I,st,M,en
0,-,E,r,b,@,-,M,en
6,k,E,m,+,@,r,M,-
4,-,E,-,s,@,r,M,-
8,z,E,-,z,~,-,F,s
11,l,e,-,r,@,r,M,-
18,Sp,&,-,n,U,N,F,en
78,p,&,-,l,&,st,M,Ue
44,n,I,x,k,W,t,F,en
40,s,@,-,r,U,N,F,en
0,f,@,-,l,W,n,N,-
63,k,u,-,x,@,n,M,-
1204,m,I,-,t,@,l,N,-
10,l,Y,f,t,U,N,F,en
138,St,E,-,l,@,r,M,-
21,=,i,-,-,o,n,F,en
6,g,&,-,m,a,-,N,s
0,t,@,n,St,I,x,M,e
1,d,&,x=,gr,U,nt,M,Ue
3,=,E,n,tr,U,m,N,en
1,sm,U,t,j,@,-,M,s
0,r,&,-,m,@,-,F,en
1,gr,U,-,p,@,-,F,en
1,-,&,n,gr,I,f,M,e
10,z,X,-,r,@,-,F,en
0,k,o,-,z,@,-,F,en
9,S,W,-,n,U,N,F,en
0,br,a,-,t,@,n,M,-
161,z,i,-,d,E,nt,M,en
0,p,U,-,=,@,r,M,-
2,h,o,x,z,I,=,M,e
1,=,a,n,kr,e,m,F,s
27,-,B,-,s,@,n,M,-
8,-,-,-,b,i,st,N,er
0,-,-,-,f,E,s,N,-
0,k,),-,z,@,-,M,-
15,gr,),-,b,@,r,M,-
1664,z,i,-,d,E,nt,M,en
5,p,@,n,Sp,i,l,N,e
0,g,@,-,St,W,n,N,e
0,n,e,-,s,@,-,F,en
1,d,I,x,k,W,t,F,en
0,v,a,n,b,I,lt,N,er
2,Sl,a,-,g,U,N,F,en
0,m,y,l,v,E,rk,N,e
16,-,u,-,f,@,r,N,-
1,pr,o,-,gr,&,m,N,e
24,f,&,r,m,@,r,M,-
12,k,/,m,l,I,N,M,e
0,b,o,-,g,@,n,M,-
49,p,e,-,t,E,n=,F,en
19,r,U,-,s,E,l,N,e
6,z,W,-,t,@,-,F,en
0,g,@,-,=,Y,xt,N,e
14,f,E,r,b,U,nt,M,e
0,d,U,k,t,O,r,M,en
43,-,-,-,fl,o,s,N,Ue
0,z,i,-,gl,U,N,F,en
35,Sv,|,-,r,U,N,F,en
302,-,-,-,dr,U,k,M,Ue
0,l,e,-,g,@,r,M,-
0,tr,E,-,k,@,r,M,-
1195,z,O,n,t,a,k,M,e
6,f,u,-,g,@,-,F,en
4,b,i,-,-,@,-,F,en
0,m,/,r,d,@,r,M,-
24,kn,Y,-,+,U,N,F,en
10,l,i,-,t,),t,F,en
16,n,a,-,Z,@,-,F,en
22,v,&,-,s,@,r,N,U
37,br,E,-,x,@,r,M,-
48,-,-,-,bl,U,f,M,s
2,f,@,-,r,W,-,F,en
0,g,U,r,k,a,-,M,s
90,m,&,-,j,o,r,M,e
1,r,i,-,-,U,m,N,en
2,l,o,-,g,i,-,F,en
5,n,I,s,t,I,n,F,en
267,-,o,-,p,@,r,F,en
0,t,o,-,r,q,-,N,s
0,l,@,r,br,E,t,N,er
8,g,@,-,r,I,xt,N,e
2,t,&,-,f,&,lk,M,e
8,j,U,N,f,@,r,F,en
1,g,a,l,k,o,r,M,Ue
4,m,o,-,gr,a,f,M,en
0,Sm,U,=,bl,&,t,N,Uer
18,St,E,-,l,U,N,F,en
7,Sp,I,-,=,@,-,F,en
0,-,o,ns,pl,a,n,M,Ue
74,S,E,-,=,U,N,F,en
1,St,W,n,b,U,t,M,e
52,br,i,-,k,&,nt,M,en
33,t,o,m,k,E,rn,M,e
1,=,I,-,N,@,l,M,-
7,-,-,-,kv,a,r=,M,e
2,l,a,-,k,@,-,F,en
0,r,E,xt,l,@,r,M,-
13,-,e,-,n,a,-,N,-
2,g,u,-,r,u,-,N,s
113,kl,i,-,n,I,k,F,en
10,d,@,s,h,E,r,M,en
5,=,i,-,-,o,n,F,en
23,b,@,ns,=,W,t,F,en
3,d,&,N,k,@,-,M,en
24,m,E,s,t,@,r,N,-
57,=,i,-,-,o,n,F,en
0,z,a,-,g,U,N,F,en
0,g,@,-,S,E,ft,N,e
35,t,o,-,b,U,s,M,e
268,t,B,-,z,@,nt,N,e
1,r,Y,st,=,W,t,F,en
1,p,o,-,r,i,-,F,en
7,-,-,-,tr,O,s,M,e
0,=,i,-,-,o,n,F,en
1,-,a,-,dl,@,r,M,-
54,b,@,-,tr,i,p,M,e
3,v,E,-,l,@,-,F,en
0,-,o,ns,dr,U,k,M,e
4,k,a,-,d,@,-,F,en
13,m,O,n,str,U,m,N,en
1,g,@,-,l,U,N,F,en
239,r,I,x,t,U,N,F,en
0,Sv,&,r=,k,U,nst,F,Ue
6,v,E,lt,St,&,t,F,Ue
0,g,i,-,s,@,r,M,-
0,Sv,E,n=,l,W,n,N,-
0,b,@,-,Sl,a,k,M,Ue
7,k,|,-,d,@,r,M,-
2,r,e,-,t,),r,M,e
8,d,@,n,fr,O,st,M,Ue
22,S,W,-,d,U,N,F,en
3,-,-,-,l,W,x,M,e
1,v,),-,r,U,N,F,en
0,kr,&,Nk,h,W,t,F,en
0,z,U,l,f,i,t,N,e
0,l,U,m,n,U,s,M,en
25,S,i,-,n,@,-,F,en
1,b,/,-,l,@,r,M,-
1,g,i,-,r,U,N,F,en
214,d,e,-,m,i,-,F,en
2,n,@,-,m,&,st,F,en
1,=,@,n,m,e,l,N,e
15,g,U,r,k,@,-,F,en
2,kn,/,+,x,@,n,N,-
2,j,@,n,b,o,t,N,e
0,v,&,S,h,B,s,N,Uer
183,fl,E,-,x,@,-,F,en
567,-,-,-,gl,Y,k,N,e
1,p,&,-,n,i,r,N,e
2,l,i,-,k,a,n,M,e
750,n,@,-,r,a,l,M,e
0,h,&,l,t,@,r,M,-
0,b,W,-,p,&,k,M,e
7,=,i,-,-,o,n,F,en
0,z,&,l=,k,O,rn,N,Uer
2,v,W,-,-,@,r,M,-
6,-,-,-,gr,W,f,M,e
12,r,W,xs,m,&,rk,F,-
26,l,|,-,v,I,n,F,en
0,f,o,-,r,@,-,F,en
4,d,@,r,k,I,nt,N,er
0,d,@,r,j,a,r,N,e
1,l,i,-,t,),t,F,en
4,-,&,rm,b,&,nt,N,Uer
0,S,i,-,n,@,-,F,en
6,r,),-,=,@,l,N,-
544,-,E,-,s,@,-,F,en
16,t,O,-,f,@,l,M,en
0,-,B,s,Str,I,x,M,e
87,-,&,p,b,B,-,M,e
0,=,i,-,-,o,n,F,en
1,t,a,-,l,I,n,F,en
0,l,&,-,t,u,r,F,en
4,p,E,r,z,o,n,F,en
1,d,e,-,-,I,st,M,en
4,=,&,-,+,@,n,M,-
518,fr,X,-,d,@,-,F,en
3,h,E,lt,n,I,s,N,e
4,z,i,-,t,),t,F,en
0,t,E,-,p,I,x,M,e
6,t,&,Nk,v,&,rt,M,e
0,v,e,-,b,@,r,M,-
5,r,B,p,m,O,rt,M,e
54,h,a,-,b,@,n,N,-
1,Sv,E,-,st,@,r,F,en
5,Sr,B,p,St,O,k,M,Ue
1,g,@,-,r,),t,N,e
28,-,-,-,kr,B,t,N,Uer
0,n,a,-,r,U,N,F,en
0,g,e,-,b,@,r,M,-
1,kv,e,-,r,U,N,F,en
93,f,W,-,-,@,r,F,en
0,h,X,s,x,@,n,N,-
2,k,o,-,l,@,-,F,en
397,r,i,-,-,U,m,N,en
2,r,o,r,St,u,l,M,Ue
80,z,E,l,S,&,ft,F,en
1,r,o,-,z,@,-,F,en
5,b,@,-,r,U,N,F,en
12,z,i,-,v,@,-,F,en
0,h,W,=,m,E,nS,M,en
0,=,i,-,-,o,n,F,en
0,=,i,-,-,o,n,F,en
2,t,I,x,k,W,t,F,en
662,t,i,-,-,o,n,F,en
299,-,-,-,f,W,nt,M,e
10,l,o,p,l,i,t,N,er
5,Sl,&,p,Sv,&,n=,M,Ue
908,fr,W,-,t,a,k,M,e
13,=,i,-,-,o,n,F,en
22,b,y,-,g,@,l,M,-
0,t,a,-,f,@,l,F,en
72,h,a,-,z,@,-,M,en
24,d,@,r,g,E,lt,N,er
0,v,E,-,l,@,-,F,en
6,m,a,l,f,&,l,M,Ue
0,n,X,-,-,U,N,F,en
0,b,@,-,v,W,s,M,e
1,f,|,-,t,U,s,M,e
0,fr,W,-,h,W,t,F,en
6,d,&,m,p,I,N,N,s
8,t,I,-,g,U,N,F,en
8,gr,u,-,b,@,-,F,en
0,v,o,-,t,&,nt,M,en
1,S,@,n,fr,X,nt,M,e
3,k,W,l,Sr,I,ft,F,en
0,l,E,n,d,@,r,M,-
28,g,@,l,b,I,lt,N,er
0,h,a,-,k,@,n,M,-
1,h,u,f,Sm,i,t,M,e
14,sp,E,k,t,|,r,M,e
3,l,a,-,d,U,N,F,en
3,b,O,m,b,@,-,F,en
1,t,a,n,g,a,s,N,e
3,v,E,r,b,U,N,F,en
4,S,&,f=,g,E,lt,N,er
1,m,U,-,t,@,r,F,U
9,f,y,-,r,U,N,F,en
4,d,&,l,j,@,-,F,en
2,p,E,n,t,i,n,M,e
0,f,U,r,x,U,N,F,en
0,h,&,-,s,@,r,M,-
84,m,W,-,l,@,-,F,en
0,St,O,-,+,@,r,M,-
3,b,Y,k,s,@,-,F,en
0,d,@,l,-,|,l,N,e
17,n,i,-,-,@,-,F,en
8,k,E,-,l,@,r,M,-
36,h,e,-,b,@,r,M,-
39,S,E,-,r,I,f,M,s
0,k,),-,f,@,r,M,-
1,m,i,-,r,U,N,F,en
1,f,a,-,r,@,n,N,-
76,-,-,-,Str,I,x,M,e
3,t,i,-,k,@,l,M,-
0,kl,),-,r,U,N,F,en
28,t,W,-,l,U,N,F,en
2,d,U,rx,Sr,I,ft,F,en
0,tr,i,-,b,@,-,N,-
4,t,@,r,=,W,t,F,en
2,r,W,-,-,@,-,F,en
1,b,@,-,z,u,x,M,e
22,S,&,ft,l,@,r,M,-
28,-,&,-,m,&,nt,M,en
6,p,@,n,h,u,n,N,Uer
10,S,u,-,l,@,-,F,en
0,l,I,-,x,U,N,F,en
0,l,X,-,f,@,r,M,-
4,h,o,-,z,@,-,F,en
0,f,I,l,t,@,r,M,-
118,r,u,-,f,U,N,F,en
7,b,@,-,t,y,r,F,en
27,r,i,-,-,E,nt,M,en
0,=,i,-,-,o,n,F,en
49,-,-,-,k,O,rn,N,Uer
4,p,U,m,p,@,-,F,en
71,d,e,-,-,a,l,N,e
2,r,o,t,k,O,+,M,Ue
2,f,&,-,l,@,-,F,en
4,k,&,m,g,&,rn,N,e
0,n,Y,s,x,@,n,N,-
38,l,e,-,k,y,l,N,e
0,=,|,f,x,@,n,N,-
0,kr,&,Nk,h,W,t,F,en
0,x,@,-,r,I,n,F,en
0,j,E,-,t,@,-,F,en
0,k,&,-,n,I,st,M,en
1,kl,&,-,p,@,-,F,en
4,-,e,-,r,@,-,F,en
0,S,i,-,n,@,-,F,en
3,b,&,l,z,a,m,M,e
21,g,@,-,b,o,t,N,e
3,-,q,-,s,@,-,F,en
0,z,@,-,r,W,-,F,en
34,n,i,-,k,@,r,M,-
0,-,&,-,k,@,r,M,-
3,d,O,-,g,@,-,F,en
0,t,i,-,k,@,r,M,-
5,t,U,Ns,n,E,=,N,e
0,Sl,Y,-,s,@,l,M,-
0,gr,&,-,f,i,-,F,en
2,l,o,-,gr,&,m,N,e
11,=,W,=,n,&,xt,F,Ue
0,p,&,-,t,@,-,F,en
0,l,|,t,r,o,r,N,e
1,k,O,m,p,O,st,M,e
18,t,o,-,r,W,-,F,en
1,br,y,-,-,@,-,F,en
0,t,i,-,k,@,r,M,-
11,p,e,-,t,@,r,M,-
3,g,B,-,n,@,r,M,-
141,k,O,m,pl,E,ks,M,e
0,-,E,r,m,@,l,M,-
1,t,@,-,r,I,n,F,en
5,b,a,-,n,@,r,M,-
2,m,&,l,j,@,-,F,en
13,d,@,-,r,U,N,F,en
22,pr,E,-,l,a,t,M,en
480,-,-,-,v,&,lt,M,Uer
13,r,U,Ns,fr,I,st,F,en
2,z,I,p,S,&,ft,F,en
1,k,e,l,l,B,t,M,e
2,v,e,-,b,@,-,N,-
19,-,&,p,l,B,f,M,Ue
2,kr,E,n=,x,@,n,N,-
0,d,i,-,-,U,s,M,en
275,St,I,-,m,U,N,F,en
2,=,i,-,-,o,n,F,en
0,d,E,-,k,@,r,M,-
0,-,-,-,r,e,t,M,s
161,-,-,-,St,I,rn,F,en
0,=,i,-,-,o,n,F,en
1,t,I,Nk,t,u,r,F,en
0,t,&,-,l,I,st,M,en
0,=,@,-,r,W,-,F,en
66,br,E,n,St,O,f,M,e
0,b,E,-,k,@,n,N,-
17,tr,e,-,t,U,N,F,en
2,t,i,-,r,U,N,F,en
227,h,E,-,N,@,r,M,-
1,d,@,s,f,Y,rst,M,en
1,m,u,-,l,a,r,N,e
1,S,&,x,t,@,l,F,en
0,v,@,-,l,a,-,FM,s
7,t,o,-,r,a,t,N,e
9,g,@,n,p,o,l,M,e
59,=,i,-,-,o,n,F,en
0,l,e,-,r,@,-,F,en
0,s,@,-,l,i,n,M,e
0,t,i,-,k,@,r,M,-
0,r,E,kt,h,W,t,F,en
0,=v,i,-,b,@,l,F,en
29,l,&,n,d,U,N,F,en
0,gr,&,-,f,@,-,F,en
12,z,E,-,l,@,-,M,en
0,Sp,&,-,n,U,N,F,en
0,f,O,r,S,@,r,M,-
43,d,I,-,g,U,N,F,en
0,m,&,-,S,@,-,F,en
1,-,-,-,Sv,),r,M,e
0,s,q,-,bl,e,-,F,en
57,f,i,-,=,i,r,M,e
1,gl,/,k,x,@,n,N,-
1,l,e,-,b,@,n,N,-
7,-,E,s,t,e,t,M,en
2,gr,U,nt,v,e,rt,M,e
4,-,-,-,dr,I,ft,F,en
15,t,&,-,l,E,nt,N,e
2,b,a,r,S,&,ft,F,en
0,h,I,n,d,I,n,F,en
111,n,a,x,v,W,s,M,e
3,n,i,-,r,U,N,F,en
1,v,I,r,k,O,+,M,Ue
68,h,B,-,f,@,n,M,-
63,r,e,-,d,@,r,M,-
4,Str,W,f,S,U,s,M,Ue
2,=,i,-,-,o,n,F,en
5,n,i,-,k,@,r,M,-
3,=,i,-,-,o,n,F,en
25,=,I,-,m,@,r,M,-
0,g,a,-,t,a,r,M,e
13,kr,&,-,t,i,-,F,en
1,S,i,-,n,@,-,F,en
5,d,I,x,k,W,t,F,en
7,g,W,-,s,@,l,F,en
24,Str,W,f,l,I,xt,N,er
418,-,-,-,m,e,r,N,e
0,g,I,s,t,@,r,N,-
0,-,&,-,l,&,S,M,e
28,-,W,-,v,W,s,N,e
2,b,W,-,t,@,r,M,-
5,n,Y,m,f,@,-,F,en
15,-,-,-,m,a,l,N,Uer
0,r,E,x,t,@,-,F,en
10,b,@,l,t,i,r,N,e
10,t,o,-,gr,a,f,M,en
0,g,y,-,t,U,N,F,en
677,l,e,-,m,E,nt,N,e
0,-,@,-,r,U,N,F,en
20,k,O,-,m,a,-,N,s
49,b,O,-,ks,@,r,M,-
4,tr,B,m,b,I,lt,N,er
45,-,E,r,m,@,l,M,-
6,St,a,ps,-,a,r=t,M,Ue
7,g,@,-,Sv,U,lst,F,Ue
0,br,Y,-,k,@,-,F,en
0,l,),-,m,U,N,F,en
3,-,&,p,St,I,x,M,e
43,m,a,-,t,U,m,N,en
23,m,a,t,l,&,nt,N,Uer
66,S,u,-,l,U,N,F,en
0,z,B,k,kr,&,ft,F,Ue
2,h,y,t,x,@,n,N,-
0,S,W,-,d,U,N,F,en
0,m,u,-,l,a,t,N,e
0,m,a,-,n,@,-,M,en
3,d,I,-,g,U,N,F,en
2,=,@,n,b,I,lt,N,er
12,s,I,x,k,W,t,F,en
0,k,y,-,kl,o,p,M,en
1281,f,o,r,Sl,a,k,M,Ue
2,r,u,f,m,O,rt,M,e
1,=,&,-,N,@,-,F,en
0,k,&,-,t,&,r,M,e
1289,h,I,l,f,@,-,F,en
12,f,o,-,n,a,t,N,e
0,g,@,-,l,U,N,F,en
39,p,&,rt,n,@,r,M,-
81,m,W,n,S,&,ft,F,en
0,m,I,t,l,B,t,M,e
2,z,e,-,St,E,rn,M,e
0,k,@,-,l,W,-,F,en
0,s,i,-,r,U,N,F,en
0,l,&,-,gm,I,t,M,e
13,v,E,r,t,@,r,M,-
0,t,I,-,l,@,-,F,en
0,r,e,-,b,@,-,F,en
1,j,&,m,b,@,-,F,en
0,f,E,l,g,@,-,F,en
0,f,o,r,k,W,m,M,e
8,-,-,-,j,U,ks,M,e
0,=,i,-,-,o,n,F,en
11,s,@,r,h,a,n,M,Ue
108,v,a,-,g,@,n,M,-
1790,g,@,-,b,i,t,N,e
8,k,/,m,l,I,N,M,e
57,d,@,r,v,a,l,F,en
1,m,I,-,t,@,l,N,-
0,k,@,-,r,I,n,F,en
0,p,e,-,t,@,r,M,-
10,kl,),-,r,U,N,F,en
0,bl,&,N,k,E,t,N,e
16,v,e,-,g,U,N,F,en
0,v,e,-,b,@,-,N,-
71,t,y,-,m,@,r,M,-
7,z,o,-,s,@,-,F,en
43,-,B,s,tr,I,t,M,e
1,d,o,-,n,I,s,M,e
0,t,),t,x,@,n,N,-
47,t,e,-,k,@,-,F,en
1,Sr,I,ft,-,a,rt,F,en
0,m,o,nt,z,U,xt,F,Ue
15,b,o,-,l,@,-,F,en
2,k,@,r,St,&,nt,M,Ue
22,r,U,n,d,@,-,F,en
0,m,e,-,n,i,t,M,e
68,-,a,-,n,@,r,M,-
10,t,I,-,g,U,N,F,en
1,v,a,-,r,@,-,F,en
2,g,@,l,br,E,t,N,er
0,f,O,r,t,@,-,N,s
3,d,i,-,m,E,nt,N,e
0,+,@,-,r,W,-,F,en
7,=,E,n,z,E,nt,M,en
3,g,E,m,z,@,-,F,en
0,v,I,r,z,I,N,M,e
0,gl,W,-,x,U,N,F,en
824,-,-,-,z,o,n,M,Ue
69,p,I,-,l,@,-,F,en
1,h,e,-,b,@,r,M,-
0,b,U,m,l,@,r,M,-
0,t,@,l,Sl,a,k,M,Ue
68,r,e,-,v,i,r,N,e
0,l,i,-,l,&,k,M,s
11,gr,),p,n,I,s,N,e
0,n,a,-,d,@,-,F,en
1,k,u,-,r,&,n=,F,en
17,l,e,r,=,W,t,F,en
0,g,@,-,f,y,l,N,e
4,=,W,-,g,@,r,M,-
6,g,@,-,b,y,r,F,en
1,g,@,-,f,E,xt,N,e
1,=,i,-,-,o,n,F,en
2,x,@,n,bl,O,k,M,Ue
0,Sl,E,N,l,W,n,N,-
0,m,@,-,r,W,-,F,en
19,h,|,-,r,U,N,F,en
13,St,E,-,l,@,r,M,-
5,m,I,s,gr,I,f,M,e
0,l,&,nt,v,W,n,M,e
121,kr,e,-,m,@,l,M,-
0,h,X,-,f,U,N,F,en
6,d,U,Ns,pl,a,n,M,Ue
2,l,i,-,k,|,r,M,e
0,S,|,n,x,@,n,N,-
302,-,-,-,dr,U,k,M,Ue
2,S,O,-,p,@,n,M,-
1,pr,o,-,gr,&,m,N,e
0,b,W,-,t,U,N,F,en
1,v,e,-,d,@,l,M,-
0,=,i,-,-,o,n,F,en
7,r,i,-,t,U,s,M,e
8,dn,@,-,r,I,n,F,en
2,g,@,l,x,@,n,N,-
6,m,a,t,r,E,xt,N,e
1,br,a,-,t,@,n,M,-
0,n,a,-,g,@,l,M,U
1,l,|,-,z,U,N,F,en
11,p,a,-,r,U,N,F,en
2,l,I,n,d,@,r,M,-
3,Sl,&,m,p,@,-,F,en
7,t,@,-,r,U,N,F,en
4,z,E,n,d,U,N,F,en
0,b,a,-,d,@,-,F,en
6,=,E,n,tr,U,m,N,en
2,S,a,-,d,@,n,M,U
1550,-,-,-,pl,&,=,M,Ue
5,=,I,-,g,@,r,M,-
7,z,e,-,l,U,ft,F,Ue
0,=,i,-,-,o,n,F,en
3,n,),s,x,@,n,N,-
5,-,U,m,h,&,N,M,Ue
5,r,o,-,p,a,-,N,-
107,l,i,-,-,&,n=,F,en
4,kr,a,-,g,@,n,M,-
0,r,E,n,=,@,l,N,-
48,m,&,n,S,&,ft,F,en
69,St,i,-,f,@,l,M,-
372,St,&,nt,p,U,Nkt,M,e
1,kr,e,ps,g,&,N,M,Ue
0,=,i,-,-,o,n,F,en
3,m,Y,-,r,@,-,F,en
0,f,O,r,S,U,N,F,en
65,-,-,-,-,I,x,N,s
42,m,i,-,r,a,l,M,e
27,bl,O,n,d,@,-,F,en
5,St,I,-,m,U,N,F,en
0,z,O,l,d,a,t,M,en
0,kr,&,Nk,h,W,t,F,en
2,Z,@,-,l,e,-,N,s
2,kr,a,-,g,@,n,M,-
9,d,@,r,t,@,r,M,-
0,t,a,ks,br,o,t,N,e
2,d,E,-,l,|,r,M,e
24,f,a,r,St,u,l,M,Ue
1,h,o,-,z,@,-,F,en
0,g,I,x,k,W,t,F,en
37,-,@,n,r,a,t,M,Ue
12,Str,a,-,s,@,-,F,en
1,=,u,-,St,&,nt,M,Ue
2,m,o,-,d,@,l,M,-
5,Sv,I,-,m,@,r,M,-
2,g,@,-,f,y,l,N,e
0,h,&,-,m,@,r,M,U
9,=,i,-,-,o,n,F,en
2,n,a,l,Sp,O,rt,M,e
1,g,@,-,S,E,ft,N,e
8,k,U,t,S,@,-,F,en
87,-,B,f,St,&,nt,M,Ue
0,-,W,n,g,&,N,M,Ue
0,g,W,-,g,@,-,F,en
52,l,E,n,d,@,r,M,-
1,=,i,-,-,o,n,F,en
1,l,e,-,r,@,-,F,en
3,g,@,-,S,O,s,N,e
0,r,I,-,=,@,-,F,en
3,Spr,E,-,x,@,r,M,-
0,t,e,-,r,I,x,M,e
5,b,o,-,g,@,n,M,-
8,-,-,-,sp,O,t,M,s
3,g,@,-,r,),t,N,e
24,t,I,S,t,u,x,N,Uer
67,m,i,-,t,@,r,M,-
7,d,I,k,k,O,+,M,Ue
29,l,i,-,=,E,n=,F,en
2,-,-,-,m,O,ps,M,Ue
0,br,u,-,d,@,r,M,U
6,-,i,-,g,@,l,M,-
631,t,I,x,k,W,t,F,en
0,m,e,-,t,@,r,M,-
0,-,o,-,l,@,-,M,en
12,St,&,l,t,U,N,F,en
0,+l,&,s,t,@,r,M,-
9,p,@,-,l,U,N,F,en
0,S,i,-,n,@,-,F,en
6,g,a,-,b,@,l,F,en
1,=,i,-,-,o,n,F,en
1,k,&,r,t,@,-,F,en
3,l,e,-,g,U,N,F,en
1,-,-,-,m,a,t,M,e
4,-,-,-,v,U,lst,MF,Ue
80,k,O,n,k,U,rs,M,e
1,g,W,-,z,I,r,M,e
3,-,o,ns,p,U,Nkt,M,e
2,v,e,-,n,@,-,M,en
2,=,i,l,b,&,nt,N,Uer
41,-,-,-,g,O,lf,M,e
41,-,-,-,r,W,m,M,e
0,s,@,r,h,u,n,N,Uer
0,kr,o,-,b,@,-,F,en
19,m,W,-,-,@,r,M,-
5,g,@,n,l,U,ft,F,Ue
0,d,E,n,dr,O,n,N,en
1,k,i,l,r,B,m,M,Ue
12,h,Y,-,t,@,-,F,en
0,r,B,-,x,@,r,M,-
9,v,e,-,-,@,-,F,en
5,f,W,-,l,@,-,F,en
44,=,B,-,b,@,r,M,-
0,=,i,-,-,o,n,F,en
5,k,I,rS,k,E,rn,M,e
9,g,I,n,st,@,r,M,-
0,k,@,-,r,W,-,F,en
