@relation past-tense
@attribute frequency NUMERIC
@attribute p1 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p2 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p3 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p4 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p5 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p6 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p7 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p8 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p9 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute class { IRREG-aI-aU.,  IRREG-aI-eI.,  IRREG-aI-I.,  IRREG-aI-O:., IRREG-aI-O.,  IRREG-aI-u:.,  IRREG-aI-@U.,  IRREG-aI-V.,  IRREG-CONV., IRREG-@+d.,  IRREG-d-t.,  IRREG-E-&.,  IRREG-eI-u:.,  IRREG-eI-@U., IRREG-eI-U.,  IRREG-E-O.,  IRREG-E@-O:.,  IRREG-I-&.,  IRREG-i:-E., IRREG-i:-E+d.,  IRREG-I-eI.,  IRREG-i:-E+t.,  IRREG-i:-O:., IRREG-i:-@U.,  IRREG-I-U.,  IRREG-I-V.,  IRREG-@+ked.,  IRREG-O:-E., IRREG-OTHER.,  IRREG-O-u.,  IRREG-O:-u:.,  IRREG-@-s+ed.,  IRREG-@+t., IRREG-@U-E.,  IRREG-@U-ju:.,  IRREG-u:-O.,  IRREG-u:-@U., IRREG-@U-u:.,  IRREG-&-V.,  IRREG-V-&.,  IRREG-V-eI.,  REG.}

@data
13126,=,=,=,=,=,=,m,i:,n,IRREG-i:-E+t.
28,m,I,=,=,&,n,d,@,r*,REG.
641,=,=,=,m,E,=,Z,@,r*,REG.
55,m,E,=,k,@,=,n,aI,z,REG.
56,=,=,=,m,E,=,dl#,=,=,REG.
54,m,i:,=,d,I,=,=,eI,t,REG.
60,m,E,=,d,I,=,t,eI,t,REG.
4182,=,=,=,=,=,=,m,i:,t,IRREG-i:-E.
28,=,=,=,m,E,=,l,@U,=,REG.
436,=,=,=,=,=,=,m,E,lt,REG.
63,m,E,=,m,@,=,r,aI,z,REG.
26,=,=,=,m,E,=,n,@,s,REG.
151,=,=,=,=,=,=,m,E,nd,REG.
26,m,E,n,str,U,=,=,eI,t,REG.
2023,=,=,=,m,E,n,Sn#,=,=,REG.
10,m,3:,=,tS,@,n,d,aI,z,REG.
212,=,=,=,=,=,=,m,3:,dZ,REG.
63,=,=,=,m,E,=,r,I,t,REG.
24,=,=,=,=,=,=,m,E,S,REG.
45,m,E,z,m,@,=,r,aI,z,REG.
135,=,=,=,=,=,=,m,E,s,REG.
19,t,@,=,m,O:,=,f,@U,z,REG.
30,m,E,=,T,@,=,l,eI,t,REG.
18,=,=,=,=,=,=,mj,u:,=,REG.
11,m,aI,=,kr,@U,=,f,I,lm,REG.
62,=,=,=,m,aI,=,gr,eI,t,REG.
174,=,=,=,=,=,=,m,I,lk,REG.
103,=,=,=,=,=,=,m,I,l,REG.
34,=,=,=,=,=,=,m,aI,m,REG.
15,m,I,=,m,I@,=,gr,A:,f,REG.
82,=,=,=,m,I,=,m,I,k,IRREG-@+ked.
66,=,=,=,=,=,=,m,I,ns,REG.
1126,=,=,=,=,=,=,m,aI,nd,REG.
68,=,=,=,=,=,=,m,aI,n,REG.
180,=,=,=,m,I,N,gl#,=,=,REG.
170,m,I,=,n,I,=,m,aI,z,REG.
12,=,=,=,=,=,=,m,I,nt,REG.
11,=,=,=,m,aI,=,=,@,r*,REG.
57,=,=,=,m,I,=,r,@,r*,REG.
15,m,I,s,b,I,=,h,eI,v,REG.
13,m,I,s,k,&,=,r,I,=,REG.
20,m,I,s,k,@,n,s,i:,v,REG.
19,m,I,s,d,I,=,r,E,kt,REG.
22,m,I,s,f,aI,=,=,@,r*,REG.
34,=,I,n,t,3:,=,pr,I,t,REG.
30,=,=,=,m,I,s,dZ,V,dZ,REG.
34,=,=,=,m,I,s,l,eI,=,IRREG-@+d.
268,=,=,=,m,I,s,l,i:,d,IRREG-i:-E.
44,=,=,=,m,I,s,pl,eI,s,REG.
26,=,=,=,m,I,s,r,i:,d,IRREG-CONV.
31,r,E,=,pr,I,=,z,E,nt,REG.
1527,=,=,=,=,=,=,m,I,s,REG.
15,=,=,=,=,=,=,m,I,st,REG.
168,=,=,=,m,I,=,st,eI,k,IRREG-eI-U.
25,=,=,=,m,I,s,tr,V,st,REG.
137,=,V,n,d,@,=,st,&,nd,IRREG-OTHER.
28,=,=,=,m,I,s,j,u:,z,REG.
63,m,I,=,t,I,=,g,eI,t,REG.
910,=,=,=,=,=,=,m,I,ks,REG.
237,=,=,=,=,=,=,m,@U,n,REG.
11,=,=,=,=,=,=,m,O,b,REG.
155,m,@U,=,b,I,=,l,aI,z,REG.
173,=,=,=,=,=,=,m,O,k,REG.
91,=,=,=,m,O,=,dl#,=,=,REG.
48,m,O,=,d,@,=,r,eI,t,REG.
90,m,O,=,d,@,=,n,aI,z,REG.
325,m,O,=,d,I,=,f,aI,=,REG.
31,m,O,=,dj,U,=,l,eI,t,REG.
41,=,=,=,m,OI,=,sn#,=,=,REG.
28,=,=,=,m,@U,=,l,E,st,REG.
35,m,O,=,l,I,=,f,aI,=,REG.
245,m,O,=,n,I,=,t,@,r*,REG.
43,n,O,=,p,@,=,l,aI,z,REG.
13,=,=,=,=,=,=,m,u:,=,REG.
18,=,=,=,=,=,=,m,u:,tS,REG.
55,=,=,=,=,=,=,m,O:,r*,REG.
18,=,=,=,=,=,=,m,u:,t,REG.
102,=,=,=,=,=,=,m,O,p,REG.
30,m,O,=,r,@,=,l,aI,z,REG.
10,=,=,=,m,O:,=,t,@,r*,REG.
39,=,=,=,m,O:,=,g,I,dZ,REG.
22,m,O:,=,t,I,=,f,aI,=,REG.
50,=,=,=,m,V,=,D,@,r*,REG.
80,=,=,=,m,@U,=,Sn#,=,=,REG.
187,m,@U,=,t,I,=,v,eI,t,REG.
52,=,=,=,m,@U,=,t,@,r*,REG.
30,m,@U,=,t,@,=,r,aI,z,REG.
15,=,=,=,m,O,=,tl#,=,=,REG.
137,=,=,=,=,=,=,m,@U,ld,REG.
14,=,=,=,m,@U,l,d,@,r*,REG.
14,=,=,=,=,=,=,m,@U,lt,REG.
730,=,=,=,=,=,=,m,aU,nt,REG.
110,=,=,=,=,=,=,m,O:,n,REG.
37,=,=,=,=,=,=,m,aU,D,REG.
7653,=,=,=,=,=,=,m,u:,v,REG.
84,=,=,=,=,=,=,m,@U,=,REG.
42,=,=,=,=,=,=,m,V,k,REG.
93,=,=,=,m,V,=,dl#,=,=,REG.
17,=,=,=,m,V,=,d,I,=,REG.
11,=,=,=,=,=,=,m,V,f,REG.
137,=,=,=,m,V,=,fl#,=,=,REG.
21,=,=,=,=,=,=,m,V,g,REG.
24,=,=,=,=,=,=,m,V,l,REG.
256,m,V,l,t,I,=,pl,aI,=,REG.
296,=,=,=,m,V,m,bl#,=,=,REG.
10,m,V,=,m,I,=,f,aI,=,REG.
85,=,=,=,=,=,=,m,V,ntS,REG.
445,=,=,=,m,3:,=,d,@,r*,REG.
318,=,=,=,m,3:,=,m,@,r*,REG.
59,=,=,=,=,=,=,mj,u:,z,REG.
26,=,=,=,m,V,S,r,U,m,REG.
12,=,=,=,=,=,=,m,V,s,REG.
100,=,=,=,m,V,=,st,@,r*,REG.
13,=,=,=,mj,u:,=,t,eI,t,REG.
32,=,=,=,=,=,=,mj,u:,t,REG.
68,mj,u:,=,t,I,=,l,eI,t,REG.
414,=,=,=,m,V,=,t,@,r*,REG.
12,=,=,=,m,V,=,zl#,=,=,REG.
53,m,I,=,st,I,=,f,aI,=,REG.
10,=,=,=,=,=,=,n,&,b,REG.
163,=,=,=,=,=,=,n,&,g,REG.
112,=,=,=,=,=,=,n,eI,l,REG.
1039,=,=,=,=,=,=,n,eI,m,REG.
21,=,=,=,=,=,=,n,&,p,REG.
13,=,=,=,n,@,=,r,eI,t,REG.
268,=,=,=,n,&,=,r,@U,=,REG.
214,Sn#,=,=,=,=,=,=,=,=,REG.
30,n,&,=,tSr,@,=,l,aI,z,REG.
53,n,O:,=,s,I,=,=,eI,t,REG.
25,n,&,=,v,I,=,g,eI,t,REG.
99,=,=,=,=,=,=,n,I@,r*,REG.
73,s,E,=,s,I,=,t,eI,t,REG.
39,=,=,=,=,=,=,n,E,k,REG.
9955,=,=,=,=,=,=,n,i:,d,REG.
31,=,=,=,n,i:,=,dl#,=,=,REG.
35,=,=,=,n,I,=,g,eI,t,REG.
452,=,=,=,n,I,=,gl,E,kt,REG.
360,g,@U,=,S,I,=,=,eI,t,REG.
11,=,=,=,=,=,=,n,3:,v,REG.
40,=,=,=,=,=,=,n,E,st,REG.
57,=,=,=,n,E,=,sl#,=,=,REG.
12,=,=,=,=,=,=,n,E,t,REG.
10,=,=,=,n,E,=,tl#,=,=,REG.
32,=,=,=,nj,u:,=,t,@,r*,REG.
67,nj,u:,=,tr,@,=,l,aI,z,REG.
92,=,=,=,n,I,=,bl#,=,=,REG.
35,=,=,=,=,=,=,n,I,k,REG.
26,=,=,=,n,I,k,n,eI,m,REG.
13,=,=,=,n,I,=,gl#,=,=,REG.
72,=,=,=,=,=,=,n,I,p,REG.
1413,=,=,=,=,=,=,n,O,d,REG.
96,n,O,=,m,I,=,n,eI,t,REG.
20,=,=,=,n,O,n,pl,V,s,REG.
27,=,=,=,=,=,=,n,@U,z,REG.
15,=,=,=,=,=,=,n,O,tS,REG.
1072,=,=,=,=,=,=,n,@U,t,REG.
2323,=,=,=,n,@U,=,t,I,s,REG.
120,n,@U,=,t,I,=,f,aI,=,REG.
131,=,=,=,n,V,=,r,I,S,REG.
95,=,=,=,=,=,=,n,V,dZ,REG.
29,n,V,=,l,I,=,f,aI,=,REG.
61,=,=,=,=,=,=,n,V,m,REG.
168,=,=,=,n,V,m,b,@,r*,REG.
152,=,=,=,=,=,=,n,3:,s,REG.
108,=,=,=,n,3:,=,tS,@,r*,REG.
45,=,=,=,n,V,=,zl#,=,=,REG.
473,=,=,=,=,@,=,b,eI,=,REG.
439,=,=,=,=,@,b,dZ,E,kt,REG.
15,=,O,=,bl,I,=,g,eI,t,REG.
490,=,=,=,=,@,=,bl,aI,dZ,REG.
83,bl,I,=,t,@,=,r,eI,t,REG.
159,=,=,=,=,@,b,skj,U@,r*,REG.
1235,=,=,=,=,@,b,z,3:,v,REG.
184,=,=,=,=,@,b,s,E,s,REG.
66,=,=,=,=,@,b,str,V,kt,REG.
1207,=,=,=,=,@,b,t,eI,n,REG.
13,=,=,=,=,@,b,tr,u:,d,REG.
18,=,O,b,v,I,=,=,eI,t,REG.
28,=,@,=,k,eI,=,Zn#,=,=,REG.
911,=,O,=,kj,U,=,p,aI,=,REG.
2232,=,=,=,=,@,=,k,3:,r*,REG.
310,=,=,=,=,@,=,f,E,nd,REG.
3672,=,=,=,=,O,=,f,@,r*,REG.
20,f,I,=,S,I,=,=,eI,t,REG.
136,=,=,=,=,O,f,s,E,t,IRREG-CONV.
69,=,=,=,=,=,=,=,OI,l,REG.
171,=,=,=,=,@,=,m,I,t,REG.
68,=,=,=,=,=,=,=,u:,z,REG.
4121,=,=,=,=,@U,=,p,@,n,REG.
1476,=,O,=,p,@,=,r,eI,t,REG.
14,=,=,=,=,@U,=,p,aI,n,REG.
1081,=,=,=,=,@,=,p,@U,z,REG.
146,=,=,=,=,@,=,pr,E,s,REG.
10,=,=,=,=,O:,=,r,eI,t,REG.
36,=,=,=,=,O:,=,b,I,t,REG.
41,=,O:,=,k,I,=,str,eI,t,REG.
80,=,=,=,=,O:,=,d,eI,n,REG.
1541,=,=,=,=,O:,=,d,@,r*,REG.
1118,=,O:,=,g,@,=,n,aI,z,REG.
55,=,=,=,=,O:,=,r,I@,nt,REG.
45,r,I,=,=,E,n,t,eI,t,REG.
175,r,I,=,dZ,@,=,n,eI,t,REG.
20,=,O:,=,n,@,=,m,E,nt,REG.
20,=,=,=,=,O:,=,fn#,=,=,REG.
36,=,O,=,s,I,=,l,eI,t,REG.
16,=,O,=,s,I,=,f,aI,=,REG.
22,=,O,=,str,@,=,s,aI,z,REG.
1845,=,=,=,=,=,=,=,O:,t,IRREG-CONV.
41,=,=,=,=,=,=,=,aU,st,REG.
19,=,=,=,=,=,=,=,aU,t,REG.
10,=,aU,t,d,I,=,st,@,ns,REG.
33,=,=,=,=,aU,t,d,u:,=,IRREG-OTHER.
23,=,=,=,=,aU,t,fl,&,Nk,REG.
77,=,=,=,=,aU,t,gr,@U,=,IRREG-@U-u:.
18,=,=,=,=,aU,t,l,A:,st,REG.
56,=,=,=,=,aU,t,l,O:,=,REG.
276,=,=,=,=,aU,t,l,aI,n,REG.
35,=,=,=,=,aU,t,l,I,v,REG.
10,m,@,=,n,u:,=,v,@,r*,REG.
87,=,aU,t,n,V,m,b,@,r*,REG.
137,=,=,=,=,aU,t,r,eI,dZ,REG.
21,=,=,=,=,aU,t,r,V,n,IRREG-V-&.
11,=,=,=,=,aU,t,s,E,l,IRREG-OTHER.
11,=,=,=,=,aU,t,S,aI,n,IRREG-aI-O.
46,=,=,=,=,aU,t,str,I,p,REG.
94,=,=,=,=,aU,t,w,eI,=,REG.
44,=,=,=,=,aU,t,w,I,t,REG.
11,=,@U,=,v,@,=,r,i:,t,IRREG-i:-E.
10,v,@,=,r,I,n,d,V,ldZ,REG.
30,=,@U,=,v,@,=,r,O:,=,REG.
10,v,@,=,b,&,=,l,@,ns,REG.
10,v,@,=,b,3:,=,dn#,=,=,REG.
17,=,@U,=,v,@,=,tS,A:,dZ,REG.
578,=,@U,=,v,@,=,k,V,m,IRREG-V-eI.
139,=,@U,=,v,@,=,kr,aU,d,REG.
99,=,@U,=,v,@,=,d,u:,=,IRREG-OTHER.
10,=,@U,=,v,@,=,dr,O:,=,IRREG-O:-u:.
11,=,@U,=,v,@,=,dr,E,s,REG.
48,r,E,s,t,I,=,m,eI,t,REG.
19,v,@,=,r,I,k,sp,@U,z,REG.
85,=,@U,=,v,@,=,fl,@U,=,REG.
72,=,@U,=,v,@,=,h,&,N,IRREG-&-V.
34,=,@U,=,v,@,=,h,O:,l,REG.
109,=,@U,=,v,@,=,h,I@,r*,REG.
125,=,@U,=,v,@,=,l,&,p,REG.
24,=,@U,=,v,@,=,l,eI,=,IRREG-@+d.
69,=,@U,=,v,@,=,l,@U,d,REG.
399,=,@U,=,v,@,=,l,U,k,REG.
12,=,@U,=,v,@,=,m,&,n,REG.
16,=,@U,=,v,@,=,p,eI,=,IRREG-@+d.
11,=,@U,=,v,@,=,pl,eI,=,REG.
27,v,@,=,p,aU,=,=,@,r*,REG.
23,=,@U,=,v,@,=,r,eI,t,REG.
53,=,@U,=,v,@,=,r,aI,d,IRREG-aI-@U.
26,=,@U,=,v,@,=,r,u:,l,REG.
46,=,@U,=,v,@,=,r,V,n,IRREG-V-&.
44,=,@U,=,v,@,=,s,i:,=,IRREG-i:-O:.
52,v,@,=,S,&,=,d,@U,=,REG.
19,=,@U,=,v,@,=,S,u:,t,IRREG-u:-O.
37,s,I,m,pl,I,=,f,aI,=,REG.
11,=,@U,=,v,@,=,sl,i:,p,IRREG-i:-E+t.
25,=,@U,=,v,@,=,st,eI,t,REG.
16,=,@U,=,v,@,=,st,E,p,REG.
156,=,@U,=,v,@,=,t,eI,k,IRREG-eI-U.
10,=,@U,=,v,@,=,t,&,ks,REG.
82,=,@U,=,v,@,=,Tr,@U,=,IRREG-@U-u:.
93,=,@U,=,v,@,=,t,3:,n,REG.
164,=,@U,=,v,@,=,w,E,lm,REG.
41,=,@U,=,v,@,=,w,3:,k,REG.
486,=,=,=,=,=,=,=,@U,=,REG.
1599,=,=,=,=,=,=,=,@U,n,REG.
11,s,I,=,dZ,@,=,n,eI,t,REG.
192,=,=,=,=,=,=,p,eI,s,REG.
33,p,&,=,s,I,=,f,aI,=,REG.
688,=,=,=,=,=,=,p,&,k,REG.
130,=,=,=,p,&,=,k,I,dZ,REG.
155,=,=,=,=,=,=,p,&,d,REG.
71,=,=,=,p,&,=,dl#,=,=,REG.
27,=,=,=,=,=,=,p,eI,n,REG.
1285,=,=,=,=,=,=,p,eI,nt,REG.
50,=,=,=,=,=,=,p,E@,r*,REG.
19,=,=,=,=,=,=,p,eI,l,REG.
21,=,=,=,=,=,=,p,O:,l,REG.
21,p,&,l,p,I,=,t,eI,t,REG.
40,=,=,=,p,&,m,p,@,r*,REG.
27,=,=,=,p,&,n,d,@,r*,REG.
38,=,=,=,p,&,=,nl#,=,=,REG.
108,=,=,=,p,&,=,n,I,k,IRREG-@+ked.
176,=,=,=,=,=,=,p,&,nt,REG.
25,=,=,=,p,eI,=,p,@,r*,REG.
77,=,=,=,p,@,=,r,eI,d,REG.
62,p,&,=,r,@,=,l,E,l,REG.
152,p,&,=,r,@,=,l,aI,z,REG.
13,p,&,=,r,@,=,fr,eI,z,REG.
56,=,=,=,=,=,=,p,A:,tS,REG.
56,=,=,=,p,A:,=,dn#,=,=,REG.
33,=,=,=,=,=,=,p,E@,r*,REG.
442,=,=,=,=,=,=,p,A:,k,REG.
18,p,&,=,r,@,=,d,I,=,REG.
10,=,=,=,p,@,=,r,@U,l,REG.
20,=,=,=,p,&,=,r,I,=,REG.
579,=,=,=,=,=,=,p,A:,t,REG.
29,=,=,=,p,A:,=,t,eI,k,IRREG-eI-U.
386,t,I,=,s,I,=,p,eI,t,REG.
10,kj,U,=,l,@,=,r,aI,z,REG.
20,p,A:,=,t,I,=,Sn#,=,=,REG.
19,=,=,=,p,A:,t,n,@,r*,REG.
4687,=,=,=,=,=,=,p,A:,s,REG.
33,=,=,=,=,=,=,p,eI,st,REG.
32,p,A:,s,tS,@,=,r,aI,z,REG.
302,=,=,=,=,=,=,p,&,t,REG.
81,=,=,=,=,=,=,p,&,tS,REG.
21,=,=,=,p,eI,=,t,@,nt,REG.
78,=,=,=,p,@,=,tr,@U,l,REG.
93,p,&,=,tr,@,=,n,aI,z,REG.
38,=,=,=,p,&,=,t,@,r*,REG.
93,=,=,=,p,&,=,t,@,n,REG.
742,=,=,=,=,=,=,p,O:,z,REG.
41,=,=,=,=,=,=,p,eI,v,REG.
27,=,=,=,=,=,=,p,O:,=,REG.
27,=,=,=,=,=,=,p,O:,n,REG.
6268,=,=,=,=,=,=,p,eI,=,IRREG-@+d.
21,=,=,=,=,=,=,p,i:,k,REG.
18,=,=,=,=,=,=,p,i:,l,REG.
99,=,=,=,=,=,=,p,E,k,REG.
55,=,=,=,p,E,=,dl#,=,=,REG.
25,=,=,=,p,E,=,dl#,=,=,REG.
43,=,=,=,=,=,=,p,i:,=,REG.
45,=,=,=,=,=,=,p,i:,k,REG.
174,=,=,=,=,=,=,p,i:,l,REG.
64,=,=,=,=,=,=,p,i:,p,REG.
492,=,=,=,=,=,=,p,I@,r*,REG.
51,=,=,=,=,=,=,p,E,g,REG.
39,=,=,=,=,=,=,p,E,lt,REG.
47,=,=,=,=,=,=,p,E,n,REG.
55,p,i:,=,n,@,=,l,aI,z,REG.
35,=,=,=,p,E,n,sl#,=,=,REG.
309,p,E,=,n,I,=,tr,eI,t,REG.
28,=,=,=,p,i:,=,pl#,=,=,REG.
29,=,=,=,p,E,=,p,@,r*,REG.
391,=,=,=,p,@,=,s,i:,v,REG.
186,=,=,=,=,=,=,p,3:,tS,REG.
21,p,3:,=,k,@,=,l,eI,t,REG.
94,=,=,=,p,@,=,f,E,kt,REG.
15,p,3:,=,f,@,=,r,eI,t,REG.
1398,=,=,=,p,@,=,f,O:,m,REG.
34,=,=,=,p,@,=,fj,u:,m,REG.
118,=,=,=,p,E,=,r,I,S,REG.
14,=,=,=,p,3:,=,dZ,@,r*,REG.
12,=,=,=,=,=,=,p,3:,k,REG.
53,p,3:,=,m,I,=,=,eI,t,REG.
773,=,=,=,p,@,=,m,I,t,REG.
38,p,3:,=,p,I,=,tr,eI,t,REG.
101,p,E,=,tS,U,=,=,eI,t,REG.
